id,category,question_vi,question_en,answer_en,answer_vi_current,best_support_vi,gold_context_vi,answer_vi_corrected,notes
5ae34b275542992e3233c371,A_likely_ok,Giải thưởng nào David Hersey đã nhận được cho vở kịch Equus của Peter Shaffer?,Which award David Hersey had got for Equus a play by Peter Shaffer ?,Outstanding Lighting Design,Thiết kế chiếu sáng xuất sắc,"David Hersey (sinh ngày 30 tháng 11 năm 1939) là một nhà thiết kế ánh sáng đã thiết kế ánh sáng cho hơn 250 vở kịch, nhạc kịch, opera và ballet.","David Hersey
David Hersey (sinh ngày 30 tháng 11 năm 1939) là một nhà thiết kế ánh sáng đã thiết kế ánh sáng cho hơn 250 vở kịch, nhạc kịch, opera và ballet. Tác phẩm của ông được trưng bày ở hầu hết các góc trên thế giới và giải thưởng của ông bao gồm Giải Tony cho Thiết Kế Ánh Sáng Xuất Sắc nhất cho ""Evita"", ""Cats"" và ""Les Misérables"", Giải Drama Desk cho Thiết Kế Ánh Sáng Xuất Sắc Nhất trong ""Cats"", ""Miss Saigon"" và ""Equus"", cũng như Giải Thưởng Laurence Olivier năm 1996 về Thiết Kế Ánh Sáng.
Equus (vở kịch)
Equus là vở kịch của Peter Shaffer viết năm 1973, kể về câu chuyện của một bác sĩ tâm thần cố gắng chữa trị cho một chàng trai có sự ám ảnh tôn giáo bệnh lý với ngựa.",,
5ae6d3345542996d980e7c85,A_likely_ok,Công ty nào hiện tại công nhận những kỷ lục chạy nước rút do Leni Junker và Florence Griffith-Joyner thiết lập?,What is the company that currently recognizes the sprinting records set by Leni Junker and Florence Griffith-Joyner?,International Association of Athletics Federations,Hiệp hội quốc tế của Liên đoàn thể thao,FSFI bị giải thể và hợp nhất với Liên đoàn Thể thao Quốc tế (IAAF) vào năm 1936.,"Leni Junker
Helene ""Leni"" Junker (sau này là Thymm; 8 tháng 12 năm 1905 – ngày 9 tháng 2 năm 1997) là một vận động viên chạy nước rút người Đức thi đấu tại Thế vận hội Mùa hè năm 1928. Cô đã giành được huy chương đồng trong cuộc thi tiếp sức chạy nước rút nữ, nhưng không thể vào vòng chung kết của giải chạy cá nhân trên đường đua dài khoảng cách tương tự. Trước đó vào năm 1925 cô đã lập kỷ lục thế giới mới ở nội dung đường đua dài khoảng cách tương tự với thời gian chỉ mất có hơn nửa tiếng giây
Sự tiến bộ của kỷ lục thế giới 100m nữ
Kỷ lục thế giới đầu tiên trong 100m chạy nước rút dành cho nữ được công nhận bởi Fédération Sportive Féminine Internationale (FSFI) vào năm 1922. FSFI bị giải thể và hợp nhất với Liên đoàn Thể thao Quốc tế (IAAF) vào năm 1936. Kỷ lục hiện tại là 10,49 giây do Florence Griffith-Joyner lập vào năm 1988.",,
5a8f7a135542992414482adc,A_likely_ok,"Về mặt vị trí địa lý, thành phố mà quốc vương là cha của Ocnus nằm ở đâu so với Rome?","In relation to Rome, where was the city whose king was the father of Ocnus?  ",12 mi southeast of Rome,12 mi về phía đông nam của Rome,"Alba Longa (đôi khi được viết là Albalonga trong các nguồn tài liệu tiếng Ý) là một thành phố cổ ở vùng Latium tại miền trung nước Ý, cách Rome 12 dặm về phía đông nam, nằm trên dãy núi Alban.","Ocnus
Trong thần thoại Hy Lạp và La Mã, Ocnus hoặc Bianor là một con trai của Manto và Tiberinus, vua của Alba Longa. Ông đã thành lập Mantua hiện đại để vinh danh mẹ mình. Hoặc ông là con trai hay anh em của Auletes và thành lập Felsina (bộ Bologna hiện đại), Perusia hay Cesena.
Alba Longa
Alba Longa (đôi khi được viết là Albalonga trong các nguồn tài liệu tiếng Ý) là một thành phố cổ ở vùng Latium tại miền trung nước Ý, cách Rome 12 dặm về phía đông nam, nằm trên dãy núi Alban. Là người sáng lập và lãnh đạo Liên minh Latinh, nó bị phá hủy bởi La Mã vào khoảng giữa thế kỷ thứ 7 trước Công nguyên. Theo truyền thuyết, Romulus và Remus - những nhà sáng lập ra Roma - đã xuất thân từ vương triều Alba Longa thuộc dòng máu của Aeneas con trai thần Aphrodite theo tác phẩm sử thi Aeneid của Virgil.",,
5a8bc29a5542995d1e6f1446,A_likely_ok,"Khi nào thì bài hát ""Quiet in Heaven/Song of Liberty"" được thu âm?",when was Quiet in Heaven/Song of Liberty recorded?,Before settling on their current name in 1982,Trước khi định danh tên hiện tại của họ vào năm 1982,"Trước khi chọn tên hiện tại vào năm 1982, ban nhạc từng biểu diễn với các tên gọi Sharp Young Men và sau đó là Faith No Man.","Yên Lặng Trên Thiên Đàng/Bài Hát Tự Do
Quiet in Heaven/Song of Liberty là đĩa đơn song ca mặt A, và là bản phát hành chính thức duy nhất của Faith No Man (được viết hoa chữ• giữa các từ) trước khi phần lớn thành viên rời nhóm để lập nên ban nhạc Faith No More. Hai bài hát chưa từng xuất hiện trong bất kỳ album tổng hợp nào của ban nhạc và cũng không được trình diễn trực tiếp kể từ khi Mike Morris rời đi.
Faith No More
Faith No More (đôi khi được viết tắt là FNM) là một ban nhạc rock của Mỹ từ San Francisco, California, thành lập năm 1979. Trước khi chọn tên hiện tại vào năm 1982, ban nhạc từng biểu diễn với các tên gọi Sharp Young Men và sau đó là Faith No Man. Billy Gould chơi bass và Mike Bordin chơi trống là những thành viên gắn bó lâu nhất với Faith No More kể từ khi thành lập ban nhạc. Ban nhạc đã trải qua nhiều thay đổi về đội hình trong giai đoạn đầu sự nghiệp cùng với một vài thay đổi lớn sau này. Đội hình hiện tại của Faith No More bao gồm Gould, Bordin, Roddy Bottum chơi keyboard , Jon Hudson chơi guitar và Mike Patton hát chính.",,
5ae212c9554299495565d9de,A_likely_ok,"Cuộc nổi dậy nào mà Ngài John Wedderburn và Charles Edward Stuart đã tham gia chiến đấu, kết thúc với thất bại tại trận Culloden?",Which rebellion did Sir John Wedderburn and Charles Edward Stuart fight for that ended with defeat at the Battle of Culloden?,the unsuccessful Jacobite uprising of 1745,Cuộc nổi dậy Jacobite thất bại năm 1745,"Charles có lẽ được biết đến nhiều nhất như một kẻ kích động cuộc nổi dậy Jacobite không thành công vào năm 1745 , trong đó ông dẫn đầu một cuộc nổi dậy để khôi phục lại gia đình mình lên ngôi báu nước Anh.","Sir John Wedderburn, 5th Baronet of Blackness
Sir John Wedderburn, 5th Baronet of Blackness là một quý ông Perthshire đã tham gia cuộc nổi dậy năm 1745 của Charles Edward Stuart và bị bắt tại trận Culloden. Sau đó anh ta bị kết tội phản quốc, bị treo cổ, tài sản của anh ta được chuyển cho Hoàng gia và con cái anh ta bị tước quyền thừa kế.
Charles Edward Stuart
Charles Edward Louis John Casimir Sylvester Severino Maria Stuart (31 tháng 12 năm 1720 - ngày 31 tháng 1 năm 1788), thường được biết đến ở Anh trong thời đại của ông là The Young Pretender và The Young Chevalier, và thường được gọi là Bonnie Prince Charlie trong các hồi tưởng, là người yêu sách thứ hai về ngai vàng của nước Anh, Scotland, Pháp và Ireland (như Charles III) sau khi cha ông mất vào năm 1766. Yêu sách này dựa trên địa vị của ông với tư cách là con trai cả của James Francis Edward Stuart , chính mình là con trai của James VII và II. Charles có lẽ được biết đến nhiều nhất như một kẻ kích động cuộc nổi dậy Jacobite không thành công vào năm 1745 , trong đó ông dẫn đầu một cuộc nổi dậy để khôi phục lại gia đình mình lên ngôi báu nước Anh. Cuộc nổi dậy kết thúc bằng thất bại tại trận Culloden, chấm dứt hoàn toàn phong trào Jacobite . Những người Jacobite ủng hộ quyền yêu sách cho nhà vua vì họ hy vọng sẽ có sự khoan dung tôn giáo đối với những tín đồ Công giáo La Mã cũng như bởi họ tin vào quyền thiên định cho quân vương . Việc Charles trốn khỏi Scotland sau cuộc khởi nghĩa đã khiến ông trở thành nhân vật lãng mạn đầy bi kịch trong những lần xuất hiện sau này. Năm 1759, ông tham gia một kế hoạch xâm lược nước Anh do Pháp tiến hành nhưng bị bỏ rơi sau chiến thắng hải quân giành cho phía Anh.",,
5a8303c255429954d2e2ec01,A_likely_ok,Chiếc Plymouth fury sản xuất từ 1955 đến 1989 được thay thế bằng gì cho các ứng dụng cảnh sát và hạm đội?,The Plymouth fury produced from 1955 to 1989  was replaced by what for police and fleet applications?,Chrysler K platform,Chrysler K nền tảng,Nền tảng Chrysler F,"Nền tảng Chrysler F
Nền tảng F dẫn động bánh sau của Chrysler được sử dụng từ năm 1976 đến năm 1980. Nó được thay thế bằng nền tảng M gần giống hệt nhau của Chrysler. Có hai chiều dài cơ sở: 108,7 in cho các mẫu cửa đôi và 112,7 in cho bốn cửa. Khi thị trường phát triển, chúng sẽ được tiếp thị là cỡ trung bình và cuối cùng là tên thương hiệu cỡ lớn như Plymouth Fury dành cho cảnh sát và ứng dụng đội ngũ. Chúng đã bị thay thế bởi nền tảng K thành công rất nhiều của Chrysler ở kích thước tiêu chuẩn và kéo dài vẫn giữ hai băng ghế ngồi, cần gạt cột và chỗ cho sáu người khác với nhiều chiếc xe cỡ nhỏ khác dựa trên thiết kế không phải người Mỹ.
Plymouth Fury
The Plymouth Fury là một mẫu ô tô được sản xuất bởi nhà sản xuất ô tô Mỹ, Chrysler tại nhà máy của họ ở Belvidere, Illinois.",,
5ab841d15542990e739ec89d,A_likely_ok,"Clifford Odets được xem là người kế tục một giải Nobel, ông ấy được biết đến với cái tên gì?",Clifford Odets was seen as a successor to a Nobel Prize winner known as what?,American playwright and Nobel laureate in Literature,Nhà viết kịch người Mỹ và đoạt giải Nobel Văn học,Ông bắt đầu bị lu mờ bởi những nhà viết kịch như Miller hay Tennessee Williams và William Inge vào thập niên thứ hai của họ trong thời gian đó,"Clifford Odets
Clifford Odets (18 tháng 7 năm 1906 – 14 tháng 8 năm 1963) là một nhà viết kịch, biên kịch và đạo diễn người Mỹ. Odets được xem là người kế nhiệm của nhà viết kịch đoạt giải Nobel Eugene O'Neill khi O'Neill bắt đầu nghỉ hưu khỏi sân khấu Broadway vì áp lực thương mại và sự phản đối ngày càng tăng trong những năm giữa thập niên ba mươi. Từ đầu năm 1935 trở đi, các vở kịch có tính xã hội cao của Odets đã gây ảnh hưởng cực kỳ mạnh mẽ, đặc biệt cho phần còn lại của cuộc Đại khủng hoảng kinh tế. Các tác phẩm của ông đã truyền cảm hứng cho nhiều thế hệ sau này gồm Arthur Miller, Paddy Chayefsky, Neil Simon, David Mamet và Jon Robin Baitz. Sau khi sản xuất vở ""Clash by Night"" vào mùa biểu diễn từ năm 1942 đến năm 1943 , Odets tập trung năng lượng vào các dự án phim ảnh ở Hollywood trong bảy năm tiếp theo. Ông bắt đầu bị lu mờ bởi những nhà viết kịch như Miller hay Tennessee Williams và William Inge vào thập niên thứ hai của họ trong thời gian đó
Eugene O'Neill
Eugene Gladstone O'Neill (16 tháng 10 năm 1888 – ngày 27 tháng 11 năm 1953) là một nhà soạn kịch người Mỹ và đoạt giải Nobel Văn học. Các vở kịch mang tên thơ mộng của ông là những tác phẩm đầu tiên giới thiệu vào sân khấu Mỹ các kỹ thuật chủ nghĩa hiện thực trước kia gắn liền với nhà soạn kịch Nga Anton Chekhov, nhà soạn kịch Na Uy Henrik Ibsen và nhà soạn kịch Thụy Điển August Strindberg. Kịch bản ""Long Day's Journey into Night"" thường được xếp vào danh sách ngắn những vở diễn xuất sắc nhất trong thế kỷ XX cùng với ""A Streetcar Named Desire"" của Tennessee Williams và ""Death of a Salesman"" của Arthur Miller.",,
5abb729b5542993f40c73af4,A_likely_ok,Trên đoạn đường nào của Đường 56 Hoa Kỳ bạn có thể nghe đài KCTV?,On what part of U.S Route 56 can you listen to the KCTV?,The highway's eastern terminus,Điểm cuối phía đông của đường cao tốc,Quốc lộ 56 Hoa Kỳ,"KCTV
KCTV, kênh ảo 5 (kênh kỹ thuật số UHF 24), là đài truyền hình liên kết với CBS được cấp phép cho Kansas City, Missouri và cũng phục vụ cho Kansas City, Kansas. Nhà đài thuộc sở hữu của Meredith Local Media - một chi nhánh của tập đoàn Meredith Corporation; cùng với MyNetworkTV liên kết KSMO-TV (kênh 62). Hai nhà đài này có chung cơ sở phòng thu đặt trên đường Shawnee Mission Parkway (U.S. 56/U.S. 169) ở Fairway, Kansas; KCTV duy trì các cơ sở phát sóng tại đường East 31st Street ở khu vực Union Hill của thành phố Kansas City, Missouri (gần trụ sở đài PBS thành viên KCPT - kênh 19). Trên hệ thống cáp, KCTV có mặt trên các kênh Charter Spectrum, Comcast Xfinity và Consolidated Communications số 3; Google Fiber và AT&T U-verse số 5. Có một nguồn phát định nghĩa cao được cung cấp trên các kênh Charter Spectrum số kỹ thuật số 1209; Xfinity số kỹ thuật số
Quốc lộ 56 Hoa Kỳ
Quốc lộ 56 Hoa Kỳ (US 56) là một con đường đông-tây của Hoa Kỳ chạy dọc theo 640 mi ở vùng Trung Tây Hoa Kỳ. Điểm cuối phía Đông của nó nằm trên Quốc lộ 71 tại Kansas City, Missouri. Điểm cuối phía Tây nằm trên Xa lộ Liên tiểu bang 25 tại Springer, New Mexico. Phần lớn nó đi theo Đường mòn Santa Fe",,
5a8c62f5554299585d9e367b,A_likely_ok,Tên gọi khác của vị vua mà triều đại đầu tiên được ghi chép trong cuốn sách niên giám là gì?,By what other names was the king known whose reign was the first included in the Year Books? ,Edward Longshanks and the Hammer of the Scots,Edward Longshanks và búa của người Scotland,"Edward I (17/18 tháng 6 năm 1239 – ngày 7 tháng 7 năm 1307), còn được biết đến với tên gọi Edward Longshanks và cái búa của người Scotland (""Malleus Scotorum""), là một vị vua trị vì nước Anh từ năm 1272 cho đến khi ông mất vào năm 1307.","Sách năm
The Year Books là tên gọi tiếng Anh hiện đại được dùng phổ biến để chỉ những bản báo cáo luật pháp sớm nhất của nước Anh. Có một số lượng lớn các bản thảo lưu hành trong thời kỳ Trung cổ muộn, chứa đựng những thông tin về vụ kiện đã xét xử trước Tòa án Thường trực. Trong thế kỷ thứ mười sáu, các phiên bản này xuất hiện dưới dạng sách in. Những ấn phẩm này tạo nên tiền lệ pháp lý ban đầu của luật thường thông dụng. Chúng tồn tại với một chuỗi liên tục từ 1268 đến 1535, trải qua triều đại của Vua Edward I và Henry VIII. Ngôn ngữ trong các bản thảo và phiên bản gốc là tiếng Latinh hoặc Pháp Luật Pháp (Law French).
Edward I của Anh
Edward I (17/18 tháng 6 năm 1239 – ngày 7 tháng 7 năm 1307), còn được biết đến với tên gọi Edward Longshanks và cái búa của người Scotland (""Malleus Scotorum""), là một vị vua trị vì nước Anh từ năm 1272 cho đến khi ông mất vào năm 1307. Trong thời gian làm vua, ông đã dành phần lớn thời gian để cải cách chính quyền hoàng gia cùng luật thông dụng. Thông qua một cuộc điều tra pháp lý rộng rãi, Edward đã nghiên cứu về các vấn đề liên quan tới quyền tự do phong kiến trong khi đó luật pháp lại được cải cách thông qua những bộ luật định hình nên luật hình sự và tài sản. Tuy nhiên, ngày càng có nhiều hơn sự chú ý của Edward bị thu hút bởi quân sự.",,
5adc393f5542996e685252e7,A_flexible_span,Nghề nghiệp của Maher Sabry và Til Schweiger là gì?,What occupations are shared by Maher Sabry and Til Schweiger?,"director, and producer","đạo diễn, và nhà sản xuất","Anh điều hành công ty sản xuất phim riêng của mình, Barefoot Films tại Berlin.","Maher Sabry
Maher Sabry (tiếng Ả Rập ماهر صبري, sinh ngày 11 tháng 4 năm 1967) là một đạo diễn sân khấu, tác giả kịch bản nhà làm phim, nhà sản xuất và biên kịch người Ai Cập.
Til Schweiger
Tilman Valentin ""Til"" Schweiger (sinh ngày 19 tháng 12 năm 1963) là một diễn viên, đạo diễn và nhà sản xuất phim người Đức. Anh điều hành công ty sản xuất phim riêng của mình, Barefoot Films tại Berlin.",,
5abf1a6b5542997ec76fd3c1,A_likely_ok,Bảng chữ cái này bắt nguồn từ bảng chữ cái nào mà tên của câu lạc bộ Ilysiakos B.C. có ký tự đầu tiên?,From which alphabet was this alphabet derived that the name of the club Ilysiakos B.C. has the starting letter of?,Phoenician alphabet,Biểu chữ Phoenician,"Nó bắt nguồn từ bảng chữ cái Phoenician trước đó, và là bảng chữ cái có các ký tự riêng biệt cho nguyên âm cũng như phụ âm đầu tiên trên thế giới.","Ilysiakos B.C.
Ilysiakos B.C. (tiếng Hy Lạp: Ηλυσιακός Κ.Α.Ε.) là một đội bóng rổ chuyên nghiệp của Hy Lạp có trụ sở tại khu Ilisia ở Zografou, Athens, Hy Lạp. Tên của câu lạc bộ được cho là bắt nguồn từ Elysium, đó cũng lý do vì sao tên gọi và biểu tượng của câu lạc bộ bắt đầu bằng chữ cái H trong bảng chữ cái tiếng Hy Lạp thay vì I mặc dù tên gọi Ilissia mà câu lạc bộ đặt trụ sở bắt đầu bằng I trong tiếng Hy Lạp . Tuy nhiên khi dịch sang bảng chữ cái La Mã thì cả hai đều trở thành cùng một ký tự ""I"".
Bảng chữ cái Hy Lạp
Bảng chữ cái Hy Lạp đã được sử dụng để viết tiếng Hy Lạp kể từ cuối thế kỷ 9 TCN hoặc đầu thế kỷ 8 TCN. Nó bắt nguồn từ bảng chữ cái Phoenician trước đó, và là bảng chữ cái có các ký tự riêng biệt cho nguyên âm cũng như phụ âm đầu tiên trên thế giới. Nó là tổ tiên của bảng chữ cái Latinh và Cyrillic. Ngoài việc dùng để viết tiếng Hy Lạp, trong cả hình thức cổ đại lẫn hiện đại, bảng chữ cái Hy Lạp ngày nay còn phục vụ như một nguồn biểu tượng kỹ thuật và nhãn hiệu trong nhiều lĩnh vực toán học, khoa học và những lĩnh vực khác.",,
5ab925c755429919ba4e23d6,A_likely_ok,J. Searle Dawley và Ken Annakin đều là đạo diễn của gì?,J. Searle Dawley and Ken Annakin were both directors of what?,"Kenneth Cooper ""Ken"" Annakin, OBE (10 August 1914 – 22 April 2009) was a prolific English film director.","Kenneth Cooper ""Ken"" Annakin, OBE (10 tháng 8 năm 1914 - 22 tháng 4 năm 2009) là một đạo diễn phim Anh có năng suất","Kenneth Cooper ""Ken"" Annakin, OBE (10 tháng 8 năm 1914 – ngày 22 tháng 4 năm 2009) là một đạo diễn phim người Anh.","J. Searle Dawley
James Searle Dawley (13 tháng 5 năm 1877 – ngày 30 tháng 3 năm 1949) là một đạo diễn và biên kịch người Mỹ. Ông đã chỉ đạo sản xuất phim từ năm 1907 đến năm 1926. Ông sinh ra ở Del Norte, Colorado và qua đời tại Hollywood, California.
Ken Annakin
Kenneth Cooper ""Ken"" Annakin, OBE (10 tháng 8 năm 1914 – ngày 22 tháng 4 năm 2009) là một đạo diễn phim người Anh.",,
5a83ed9b55429933447460b8,A_likely_ok,Cistus và Stapelianthus là dạng hình thái của cái gì?,Cistus and Stapelianthus are both forms of what?,flowering plants,cây hoa,Stapelianthus,"Cỏ nhạn
Cistus (từ tiếng Hy Lạp ""kistos"") là một chi thực vật có hoa trong họ Cistaceae, bao gồm khoảng 20 loài (Ellul ""et al."" 2002). Chúng là những cây bụi lâu năm được tìm thấy trên đất khô hoặc đá khắp khu vực Địa Trung Hải, từ Ma Rốc và Bồ Đào Nha đến Trung Đông, cũng như trên quần đảo Canary.
Stapelianthus
Stapelia là một chi thực vật có hoa trong họ Apocynaceae, được mô tả lần đầu tiên với tư cách là một chi vào năm 1933. Toàn bộ chi này đặc hữu ở Madagascar và tập trung ở phía nam xa của hòn đảo.",,
5a8d51355542994ba4e3dc6b,A_flexible_span,Chó mà Socks đã cãi nhau màu gì?,What color was the dog that Socks had conflicts with?,chocolate-colored,màu sô cô la,"Buddy (7 tháng 8, 1997 – ngày 2 tháng 1 năm 2002), một con chó Labrador Retriever màu sô-cô-la đực, là một trong hai thú cưng của gia đình Clinton khi Bill Clinton làm Tổng thống Hoa Kỳ.","Mặt nạ mèo
Socks Clinton (1989 – 20 tháng 2 năm 2009) là con mèo cưng của gia đình tổng thống Mỹ Bill Clinton trong thời gian ông làm Tổng thống. Khi còn lạc lang, nó là thú nuôi duy nhất của vợ chồng ông bà Clinton trong những năm đầu tiên tại Nhà Trắng, và hình ảnh của nó xuất hiện trên phiên bản dành cho trẻ em của trang web nhà trắng. Sau khi rời khỏi Tòa Bạch Ốc, Socks sống với thư ký cũ Betty Currie cùng chồng vì xung đột liên tục với chú chó Buddy khác.
Buddy (chú chó)
Buddy (7 tháng 8, 1997 – ngày 2 tháng 1 năm 2002), một con chó Labrador Retriever màu sô-cô-la đực, là một trong hai thú cưng của gia đình Clinton khi Bill Clinton làm Tổng thống Hoa Kỳ.",,
5abec9b25542997ec76fd366,A_likely_ok,Thành phố nào là thủ đô của Vương quốc Ostrogoth và nơi sinh ra Ornella Fiorentini?,What city was the capital of the Ostrogothic Kingdom and the birth place of Ornella Fiorentini?,"Ravenna (] , also locally ] ; Romagnol: ""Ravèna"" ) is the capital city of the Province of Ravenna","Ravenna (, cũng địa phương) là thủ đô của tỉnh Ravenna.","Ravenna [1] (tiếng địa phương: Ravèna) là thành phố thủ phủ của tỉnh Ravenna, vùng Emilia-Romagna tại miền bắc nước Ý.","Ornella Fiorentini
Ornella Fiorentini là một nhà thơ và nhà văn người Ý sinh ra ở Ravenna, Italy, sống và làm việc tại đây.
Ravenna
Ravenna [1] (tiếng địa phương: Ravèna) là thành phố thủ phủ của tỉnh Ravenna, vùng Emilia-Romagna tại miền bắc nước Ý. Đây từng là kinh đô của Đế quốc La Mã Tây từ năm 402 cho đến khi đế chế này sụp đổ vào năm 476. Sau đó, đây trở thành kinh đô của vương quốc Ostrogothic cho đến khi bị Đông La Mã (Byzantine) chinh phục lại vào năm 540. Sau này, thành phố trở thành trung tâm quyền lực của Tổng trấn Byzantine tại Ravenna cho tới khi người Lombard xâm lược và chiếm đóng vùng đất này vào năm 751; sau đó nó được đổi tên làm thủ phủ mới của Vương quốc Lombard.",,
5add15d15542994ed6169c70,A_likely_ok,Các hội nghị xã hội chủ nghĩa được tổ chức với những nước nào đã chống lại khối trung tâm trong Chiến tranh thế giới thứ nhất?,Socialist conferences were held with what countries that opposed the Central Powers in the First World War?,The Allies of World War I,Các đồng minh trong Thế chiến I,Đồng minh trong Thế chiến thứ nhất,"Hội nghị xã hội chủ nghĩa Liên minh trong Thế chiến thứ nhất
Trong thời gian Chiến tranh Thế giới lần thứ nhất có một số hội nghị của các đảng xã hội chủ nghĩa của Entente hoặc các cường quốc đồng minh.
Đồng minh trong Thế chiến thứ nhất
Đồng minh trong Chiến tranh thế giới thứ nhất, hay còn gọi là Liên minh Entente, bao gồm các quốc gia chống đối lại Khối trung tâm trong Thế chiến thứ nhất.",,
5a74f5155542993748c89750,A_likely_ok,Trong hai mỏ Kemess và Colomac thì mỏ nào được khai thác bởi Royal Oak Mines trước?,"What mine was operated by Royal Oak Mines at at earlier date, Kemess Mine or Colomac Mine?",The Colomac Mine,Quặng Colomac,Mỏ Colomac,"Kemess Mine
Kemess Mine là một mỏ khai thác đồng và vàng nằm ở phía đông bắc chân núi Thutade, trên thượng nguồn sông Finlay, tại dãy núi Omineca thuộc vùng Bắc Nội địa của British Columbia, Canada. Nó được vận hành bởi Royal Oak Mines từ 1998 đến 1999 khi nó bị Northgate Minerals mua lại. Northgate đã điều hành mỏ này cho đến khi đóng cửa vào năm 2011; cùng năm đó Northgate bị AuRico Gold tiếp quản. Năm 2014 AuRico Gold tách ra khỏi phần sở hữu Kemess Mine tạo thành một công ty mới có tên gọi là AuRico Metals. Hiện nay AuRico Metals đang tích cực xin giấy phép cho một mỏ đào lộ thiên khác.
Mỏ Colomac
Colomac Mine là một mỏ khai thác vàng công khai tư nhân nằm cách Yellowknife 220 km về phía Tây Bắc tại lãnh thổ Tây Bắc của Canada. Mỏ Colomac hoạt động từ năm 1990 đến năm 1992, và từ năm 1994 đến năm 1997. Nó được điều hành bởi Neptune Resources Limited mà không thành công trong việc kiếm lợi nhuận trong thời gian vận hành. Năm 1984, mỏ đã mở cửa trở lại dưới sự quản lý của Royal Oak Mines Inc., cả hai Neptune Resources và Royal Oak Mines đều thuộc sở hữu và điều hành bởi Peggy Witte. Do giá vàng thấp và chi phí khai thác cao, Royal Oak Mines bị buộc phải phá sản. Chính phủ Liên bang Canada đã trở thành chủ sở hữu của mỏ cùng với các vấn đề môi trường liên quan. Một nỗ lực làm sạch lớn đang được thực hiện để ngăn ngừa ô nhiễm môi trường do mỏ gây ra nhưng có thể quá muộn ở giai đoạn này .Mỏ này hiện nay thuộc sở hữu và kiểm soát của Bộ Công vụ Công cộng & Dịch vụ Chính phủ Liên bang",,
5a90629855429916514e749e,A_likely_ok,Một rủi ro đối với dự trữ tài chính của Na Uy là gì?,What is one risk to Norway's financial reserve?,terrorist activity,hoạt động khủng bố,Forsvarets Spesialkommando,"Forsvarets Spesialkommando
Forsvarets Spesialkommando (FSK) là một đơn vị đặc nhiệm thuộc lực lượng đặc biệt của quân đội Na Uy. Đơn vị được thành lập vào năm 1982 do mức độ đe dọa ngày càng tăng đối với các lợi ích của Na Uy, bao gồm cả các giàn khoan dầu ở biển Bắc.
Kinh tế của Na Uy
Nền kinh tế của Na Uy là một nền kinh tế hỗn hợp phát triển với quyền sở hữu nhà nước trong các lĩnh vực chiến lược. Mặc dù nhạy cảm với chu kỳ kinh doanh toàn cầu, nền kinh tế của Na Uy đã cho thấy mức tăng trưởng mạnh mẽ kể từ khi bắt đầu thời kỳ công nghiệp. Quốc gia này có mức sống rất cao so với các nước châu Âu khác, và một hệ thống phúc lợi được tích hợp mạnh mẽ. Nền sản xuất hiện đại và hệ thống phúc lợi của Na Uy dựa trên nguồn dự trữ tài chính do khai thác tài nguyên thiên nhiên đặc biệt là dầu mỏ Biển Bắc",,
